sentence,sentiment,preprocessed
wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,0,"{'cleaned_text': 'wolfram alpha suck even research inform provid le get googl wikipedia total useless', 'tokens': ['wolfram', 'alpha', 'suck', 'even', 'research', 'inform', 'provid', 'le', 'get', 'googl', 'wikipedia', 'total', 'useless'], 'pos_tags': [('wolfram', 'PROPN'), ('alpha', 'NOUN'), ('suck', 'VERB'), ('even', 'ADV'), ('research', 'NOUN'), ('inform', 'NOUN'), ('provid', 'NOUN'), ('le', 'INTJ'), ('get', 'VERB'), ('googl', 'PROPN'), ('wikipedia', 'NOUN'), ('total', 'ADJ'), ('useless', 'ADJ')], 'named_entities': []}"
off to the nike factory,1,"{'cleaned_text': 'nike factori', 'tokens': ['nike', 'factori'], 'pos_tags': [('nike', 'PROPN'), ('factori', 'PUNCT')], 'named_entities': [('nike', 'ORG')]}"
new nike muppet commercials are pretty cute why do we live together again,1,"{'cleaned_text': 'new nike muppet commerci pretti cute live togeth', 'tokens': ['new', 'nike', 'muppet', 'commerci', 'pretti', 'cute', 'live', 'togeth'], 'pos_tags': [('new', 'ADJ'), ('nike', 'PROPN'), ('muppet', 'PROPN'), ('commerci', 'NOUN'), ('pretti', 'PROPN'), ('cute', 'ADJ'), ('live', 'ADJ'), ('togeth', 'ADJ')], 'named_entities': [('muppet', 'NORP')]}"
oh those are awesome i so wish they weren t owned by nike,0,"{'cleaned_text': 'oh awesom wish own nike', 'tokens': ['oh', 'awesom', 'wish', 'own', 'nike'], 'pos_tags': [('oh', 'INTJ'), ('awesom', 'NOUN'), ('wish', 'VERB'), ('own', 'ADJ'), ('nike', 'PROPN')], 'named_entities': []}"
awesome seeing the show friday at the shoreline amphitheatre never seen nin before can t wait,1,"{'cleaned_text': 'awesom see show friday shorelin amphitheatr never seen nin wait', 'tokens': ['awesom', 'see', 'show', 'friday', 'shorelin', 'amphitheatr', 'never', 'seen', 'nin', 'wait'], 'pos_tags': [('awesom', 'NOUN'), ('see', 'VERB'), ('show', 'NOUN'), ('friday', 'PROPN'), ('shorelin', 'PROPN'), ('amphitheatr', 'ADV'), ('never', 'ADV'), ('seen', 'VERB'), ('nin', 'PROPN'), ('wait', 'VERB')], 'named_entities': [('awesom', 'PERSON'), ('friday', 'DATE')]}"
arhh it s weka bug and i spent almost two hours to find that out crappy me,0,"{'cleaned_text': 'arhh weka bug spent almost two hour find crappi', 'tokens': ['arhh', 'weka', 'bug', 'spent', 'almost', 'two', 'hour', 'find', 'crappi'], 'pos_tags': [('arhh', 'PROPN'), ('weka', 'PROPN'), ('bug', 'PROPN'), ('spent', 'VERB'), ('almost', 'ADV'), ('two', 'NUM'), ('hour', 'NOUN'), ('find', 'VERB'), ('crappi', 'NOUN')], 'named_entities': [('arhh weka bug spent', 'PERSON'), ('almost two hour', 'TIME')]}"
hey bud np i do so love my d although i d love a d mkii more,1,"{'cleaned_text': 'hey bud np love although love mkii', 'tokens': ['hey', 'bud', 'np', 'love', 'although', 'love', 'mkii'], 'pos_tags': [('hey', 'INTJ'), ('bud', 'INTJ'), ('np', 'ADP'), ('love', 'NOUN'), ('although', 'SCONJ'), ('love', 'PROPN'), ('mkii', 'PROPN')], 'named_entities': []}"
just got us a d for the office d,1,"{'cleaned_text': 'got u offic', 'tokens': ['got', 'u', 'offic'], 'pos_tags': [('got', 'VERB'), ('u', 'PRON'), ('offic', 'ADJ')], 'named_entities': []}"
just picked up my new canon d it s beautiful prepare for some seriously awesome photography,1,"{'cleaned_text': 'pick new canon beauti prepar serious awesom photographi', 'tokens': ['pick', 'new', 'canon', 'beauti', 'prepar', 'serious', 'awesom', 'photographi'], 'pos_tags': [('pick', 'VERB'), ('new', 'ADJ'), ('canon', 'NOUN'), ('beauti', 'NOUN'), ('prepar', 'PROPN'), ('serious', 'ADJ'), ('awesom', 'PROPN'), ('photographi', 'NOUN')], 'named_entities': [('beauti prepar', 'FAC')]}"
just got my new toy canon d love love love it,1,"{'cleaned_text': 'got new toy canon love love love', 'tokens': ['got', 'new', 'toy', 'canon', 'love', 'love', 'love'], 'pos_tags': [('got', 'VERB'), ('new', 'ADJ'), ('toy', 'NOUN'), ('canon', 'NOUN'), ('love', 'NOUN'), ('love', 'NOUN'), ('love', 'NOUN')], 'named_entities': []}"
learning about lambda calculus,1,"{'cleaned_text': 'learn lambda calculu', 'tokens': ['learn', 'lambda', 'calculu'], 'pos_tags': [('learn', 'VERB'), ('lambda', 'PROPN'), ('calculu', 'VERB')], 'named_entities': []}"
i m moving to east palo alto,1,"{'cleaned_text': 'move east palo alto', 'tokens': ['move', 'east', 'palo', 'alto'], 'pos_tags': [('move', 'VERB'), ('east', 'PROPN'), ('palo', 'PROPN'), ('alto', 'PROPN')], 'named_entities': [('east palo alto', 'GPE')]}"
atebits i just finished watching your stanford iphone class session i really appreciate it you rock,1,"{'cleaned_text': 'atebit finish watch stanford iphon class session realli appreci rock', 'tokens': ['atebit', 'finish', 'watch', 'stanford', 'iphon', 'class', 'session', 'realli', 'appreci', 'rock'], 'pos_tags': [('atebit', 'PROPN'), ('finish', 'PROPN'), ('watch', 'PROPN'), ('stanford', 'PROPN'), ('iphon', 'PROPN'), ('class', 'PROPN'), ('session', 'NOUN'), ('realli', 'PROPN'), ('appreci', 'PROPN'), ('rock', 'NOUN')], 'named_entities': [('stanford', 'ORG')]}"
hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,1,"{'cleaned_text': 'hi saw stanford talk realli like advic say hi singapor ye video get around', 'tokens': ['hi', 'saw', 'stanford', 'talk', 'realli', 'like', 'advic', 'say', 'hi', 'singapor', 'ye', 'video', 'get', 'around'], 'pos_tags': [('hi', 'INTJ'), ('saw', 'VERB'), ('stanford', 'PROPN'), ('talk', 'PROPN'), ('realli', 'PROPN'), ('like', 'ADP'), ('advic', 'PROPN'), ('say', 'INTJ'), ('hi', 'INTJ'), ('singapor', 'ADJ'), ('ye', 'ADJ'), ('video', 'NOUN'), ('get', 'VERB'), ('around', 'ADV')], 'named_entities': [('stanford', 'ORG')]}"
lakers tonight let s go,1,"{'cleaned_text': 'laker tonight let go', 'tokens': ['laker', 'tonight', 'let', 'go'], 'pos_tags': [('laker', 'NOUN'), ('tonight', 'NOUN'), ('let', 'VERB'), ('go', 'VERB')], 'named_entities': [('tonight', 'TIME')]}"
will the lakers kick the nuggets ass tonight,1,"{'cleaned_text': 'laker kick nugget as tonight', 'tokens': ['laker', 'kick', 'nugget', 'as', 'tonight'], 'pos_tags': [('laker', 'NOUN'), ('kick', 'NOUN'), ('nugget', 'NOUN'), ('as', 'ADP'), ('tonight', 'NOUN')], 'named_entities': [('laker kick', 'PERSON'), ('tonight', 'TIME')]}"
oooooooh north korea is in troubleeeee,0,"{'cleaned_text': 'oooooooh north korea troubleeee', 'tokens': ['oooooooh', 'north', 'korea', 'troubleeee'], 'pos_tags': [('oooooooh', 'PROPN'), ('north', 'PROPN'), ('korea', 'PROPN'), ('troubleeee', 'NOUN')], 'named_entities': [('north korea', 'GPE')]}"
wat the heck is north korea doing they just conducted powerful nuclear tests follow the link,0,"{'cleaned_text': 'wat heck north korea conduct power nuclear test follow link', 'tokens': ['wat', 'heck', 'north', 'korea', 'conduct', 'power', 'nuclear', 'test', 'follow', 'link'], 'pos_tags': [('wat', 'VERB'), ('heck', 'PROPN'), ('north', 'PROPN'), ('korea', 'PROPN'), ('conduct', 'NOUN'), ('power', 'PROPN'), ('nuclear', 'PROPN'), ('test', 'NOUN'), ('follow', 'NOUN'), ('link', 'NOUN')], 'named_entities': [('north korea', 'GPE')]}"
listening to obama friggin north korea,0,"{'cleaned_text': 'listen obama friggin north korea', 'tokens': ['listen', 'obama', 'friggin', 'north', 'korea'], 'pos_tags': [('listen', 'VERB'), ('obama', 'PROPN'), ('friggin', 'PROPN'), ('north', 'PROPN'), ('korea', 'PROPN')], 'named_entities': [('north korea', 'GPE')]}"
i just realized we three monkeys in the white obama biden pelosi sarah palin,0,"{'cleaned_text': 'realiz three monkey white obama biden pelosi sarah palin', 'tokens': ['realiz', 'three', 'monkey', 'white', 'obama', 'biden', 'pelosi', 'sarah', 'palin'], 'pos_tags': [('realiz', 'NOUN'), ('three', 'NUM'), ('monkey', 'PROPN'), ('white', 'PROPN'), ('obama', 'PROPN'), ('biden', 'PROPN'), ('pelosi', 'PROPN'), ('sarah', 'PROPN'), ('palin', 'PROPN')], 'named_entities': [('three', 'CARDINAL'), ('sarah palin', 'PERSON')]}"
pelosi should stay in china and never come back,0,"{'cleaned_text': 'pelosi stay china never come back', 'tokens': ['pelosi', 'stay', 'china', 'never', 'come', 'back'], 'pos_tags': [('pelosi', 'PROPN'), ('stay', 'VERB'), ('china', 'PROPN'), ('never', 'ADV'), ('come', 'VERB'), ('back', 'ADV')], 'named_entities': [('china', 'GPE')]}"
nancy pelosi gave the worst commencement speech i ve ever heard yes i m still bitter about this,0,"{'cleaned_text': 'nanci pelosi gave worst commenc speech ever heard ye still bitter', 'tokens': ['nanci', 'pelosi', 'gave', 'worst', 'commenc', 'speech', 'ever', 'heard', 'ye', 'still', 'bitter'], 'pos_tags': [('nanci', 'PROPN'), ('pelosi', 'PROPN'), ('gave', 'VERB'), ('worst', 'ADJ'), ('commenc', 'NOUN'), ('speech', 'NOUN'), ('ever', 'ADV'), ('heard', 'VERB'), ('ye', 'PRON'), ('still', 'ADV'), ('bitter', 'ADJ')], 'named_entities': [('nanci', 'PERSON')]}"
ugh the amount of times these stupid insects have bitten me grr,0,"{'cleaned_text': 'ugh amount time stupid insect bitten grr', 'tokens': ['ugh', 'amount', 'time', 'stupid', 'insect', 'bitten', 'grr'], 'pos_tags': [('ugh', 'NOUN'), ('amount', 'NOUN'), ('time', 'NOUN'), ('stupid', 'ADJ'), ('insect', 'NOUN'), ('bitten', 'VERB'), ('grr', 'NOUN')], 'named_entities': []}"
prettiest insects ever pink katydids,1,"{'cleaned_text': 'prettiest insect ever pink katydid', 'tokens': ['prettiest', 'insect', 'ever', 'pink', 'katydid'], 'pos_tags': [('prettiest', 'PROPN'), ('insect', 'VERB'), ('ever', 'ADV'), ('pink', 'ADJ'), ('katydid', 'NOUN')], 'named_entities': []}"
just got barraged by a horde of insects hungry for my kitchen light so scary,0,"{'cleaned_text': 'got barrag hord insect hungri kitchen light scari', 'tokens': ['got', 'barrag', 'hord', 'insect', 'hungri', 'kitchen', 'light', 'scari'], 'pos_tags': [('got', 'VERB'), ('barrag', 'PROPN'), ('hord', 'PROPN'), ('insect', 'PROPN'), ('hungri', 'PROPN'), ('kitchen', 'NOUN'), ('light', 'NOUN'), ('scari', 'NOUN')], 'named_entities': []}"
just had mcdonalds for dinner d it was goooood big mac meal,1,"{'cleaned_text': 'mcdonald dinner goooood big mac meal', 'tokens': ['mcdonald', 'dinner', 'goooood', 'big', 'mac', 'meal'], 'pos_tags': [('mcdonald', 'PROPN'), ('dinner', 'NOUN'), ('goooood', 'PROPN'), ('big', 'PROPN'), ('mac', 'PROPN'), ('meal', 'NOUN')], 'named_entities': [('mcdonald dinner goooood big mac', 'ORG')]}"
ahh yes lol ima tell my hubby to go get me sum mcdonalds,1,"{'cleaned_text': 'ahh ye lol ima tell hubbi go get sum mcdonald', 'tokens': ['ahh', 'ye', 'lol', 'ima', 'tell', 'hubbi', 'go', 'get', 'sum', 'mcdonald'], 'pos_tags': [('ahh', 'PROPN'), ('ye', 'PROPN'), ('lol', 'PROPN'), ('i', 'PRON'), ('m', 'VERB'), ('a', 'PROPN'), ('tell', 'NOUN'), ('hubbi', 'NOUN'), ('go', 'VERB'), ('get', 'VERB'), ('sum', 'NOUN'), ('mcdonald', 'NOUN')], 'named_entities': []}"
stopped to have lunch at mcdonalds chicken nuggetssss yummmmmy,1,"{'cleaned_text': 'stop lunch mcdonald chicken nugget yummmmmi', 'tokens': ['stop', 'lunch', 'mcdonald', 'chicken', 'nugget', 'yummmmmi'], 'pos_tags': [('stop', 'VERB'), ('lunch', 'NOUN'), ('mcdonald', 'PROPN'), ('chicken', 'PROPN'), ('nugget', 'PROPN'), ('yummmmmi', 'NOUN')], 'named_entities': [('mcdonald chicken', 'ORG')]}"
could go for a lot of mcdonalds i mean a lot,1,"{'cleaned_text': 'could go lot mcdonald mean lot', 'tokens': ['could', 'go', 'lot', 'mcdonald', 'mean', 'lot'], 'pos_tags': [('could', 'AUX'), ('go', 'VERB'), ('lot', 'NOUN'), ('mcdonald', 'NOUN'), ('mean', 'NOUN'), ('lot', 'NOUN')], 'named_entities': []}"
my exam went good your prayers worked,1,"{'cleaned_text': 'exam went good prayer work', 'tokens': ['exam', 'went', 'good', 'prayer', 'work'], 'pos_tags': [('exam', 'NOUN'), ('went', 'VERB'), ('good', 'ADJ'), ('prayer', 'NOUN'), ('work', 'NOUN')], 'named_entities': []}"
only one exam left and i am so happy for it d,1,"{'cleaned_text': 'one exam left happi', 'tokens': ['one', 'exam', 'left', 'happi'], 'pos_tags': [('one', 'NUM'), ('exam', 'NOUN'), ('left', 'VERB'), ('happi', 'NOUN')], 'named_entities': [('one', 'CARDINAL')]}"
math review im going to fail the exam,0,"{'cleaned_text': 'math review im go fail exam', 'tokens': ['math', 'review', 'im', 'go', 'fail', 'exam'], 'pos_tags': [('math', 'NOUN'), ('review', 'NOUN'), ('i', 'PRON'), ('m', 'AUX'), ('go', 'VERB'), ('fail', 'VERB'), ('exam', 'NOUN')], 'named_entities': []}"
colin powell rocked yesterday on cbs cheney needs to shut the hell up and go home powell is a man of honor and served our country proudly,0,"{'cleaned_text': 'colin powel rock yesterday cb cheney need shut hell go home powel man honor serv countri proudli', 'tokens': ['colin', 'powel', 'rock', 'yesterday', 'cb', 'cheney', 'need', 'shut', 'hell', 'go', 'home', 'powel', 'man', 'honor', 'serv', 'countri', 'proudli'], 'pos_tags': [('colin', 'PROPN'), ('powel', 'PROPN'), ('rock', 'NOUN'), ('yesterday', 'NOUN'), ('cb', 'PROPN'), ('cheney', 'PROPN'), ('need', 'VERB'), ('shut', 'PROPN'), ('hell', 'PROPN'), ('go', 'VERB'), ('home', 'ADV'), ('powel', 'ADJ'), ('man', 'NOUN'), ('honor', 'NOUN'), ('serv', 'NOUN'), ('countri', 'ADJ'), ('proudli', 'NOUN')], 'named_entities': [('colin powel', 'PERSON'), ('yesterday', 'DATE'), ('cheney', 'PERSON')]}"
obviously not siding with cheney here,0,"{'cleaned_text': 'obvious side cheney', 'tokens': ['obvious', 'side', 'cheney'], 'pos_tags': [('obvious', 'ADJ'), ('side', 'NOUN'), ('cheney', 'NOUN')], 'named_entities': [('cheney', 'PERSON')]}"
absolutely hilarious from,1,"{'cleaned_text': 'absolut hilari', 'tokens': ['absolut', 'hilari'], 'pos_tags': [('absolut', 'PROPN'), ('hilari', 'PROPN')], 'named_entities': [('hilari', 'NORP')]}"
i never did thank you for including me in your top twitter authors you rock amp i new wave d,1,"{'cleaned_text': 'never thank includ top twitter author rock amp new wave', 'tokens': ['never', 'thank', 'includ', 'top', 'twitter', 'author', 'rock', 'amp', 'new', 'wave'], 'pos_tags': [('never', 'ADV'), ('thank', 'VERB'), ('includ', 'ADJ'), ('top', 'ADJ'), ('twitter', 'NOUN'), ('author', 'NOUN'), ('rock', 'NOUN'), ('amp', 'PROPN'), ('new', 'ADJ'), ('wave', 'NOUN')], 'named_entities': []}"
rt awesome jquery reference book for coda webdesign,1,"{'cleaned_text': 'rt awesom jqueri refer book coda webdesign', 'tokens': ['rt', 'awesom', 'jqueri', 'refer', 'book', 'coda', 'webdesign'], 'pos_tags': [('rt', 'PROPN'), ('awesom', 'PROPN'), ('jqueri', 'PROPN'), ('refer', 'VERB'), ('book', 'NOUN'), ('coda', 'PROPN'), ('webdesign', 'NOUN')], 'named_entities': [('rt awesom jqueri refer', 'PERSON')]}"
i ve been sending e mails like crazy today to my contacts does anyone have a contact at goodby silverstein i d love to speak to them,1,"{'cleaned_text': 'send e mail like crazi today contact anyon contact goodbi silverstein love speak', 'tokens': ['send', 'e', 'mail', 'like', 'crazi', 'today', 'contact', 'anyon', 'contact', 'goodbi', 'silverstein', 'love', 'speak'], 'pos_tags': [('send', 'VERB'), ('e', 'PROPN'), ('mail', 'NOUN'), ('like', 'ADP'), ('crazi', 'NOUN'), ('today', 'NOUN'), ('contact', 'NOUN'), ('anyon', 'NOUN'), ('contact', 'NOUN'), ('goodbi', 'NOUN'), ('silverstein', 'PROPN'), ('love', 'PROPN'), ('speak', 'VERB')], 'named_entities': [('today', 'DATE')]}"
goodby silverstein s new site i enjoy it,1,"{'cleaned_text': 'goodbi silverstein new site enjoy', 'tokens': ['goodbi', 'silverstein', 'new', 'site', 'enjoy'], 'pos_tags': [('goodbi', 'PROPN'), ('silverstein', 'PROPN'), ('new', 'PROPN'), ('site', 'NOUN'), ('enjoy', 'VERB')], 'named_entities': [('goodbi silverstein', 'PERSON')]}"
wow everyone at the google i o conference got free g s with a month of unlimited service,1,"{'cleaned_text': 'wow everyon googl confer got free g month unlimit servic', 'tokens': ['wow', 'everyon', 'googl', 'confer', 'got', 'free', 'g', 'month', 'unlimit', 'servic'], 'pos_tags': [('wow', 'INTJ'), ('everyon', 'VERB'), ('googl', 'PROPN'), ('confer', 'PROPN'), ('got', 'VERB'), ('free', 'ADJ'), ('g', 'PROPN'), ('month', 'NOUN'), ('unlimit', 'PROPN'), ('servic', 'PROPN')], 'named_entities': []}"
dood i got a free google android phone at the i o conference the g,1,"{'cleaned_text': 'dood got free googl android phone confer g', 'tokens': ['dood', 'got', 'free', 'googl', 'android', 'phone', 'confer', 'g'], 'pos_tags': [('dood', 'NOUN'), ('got', 'VERB'), ('free', 'ADJ'), ('googl', 'NOUN'), ('android', 'ADJ'), ('phone', 'NOUN'), ('confer', 'PROPN'), ('g', 'VERB')], 'named_entities': []}"
the g is amazing btw a huge improvement over the g,1,"{'cleaned_text': 'g amaz btw huge improv g', 'tokens': ['g', 'amaz', 'btw', 'huge', 'improv', 'g'], 'pos_tags': [('g', 'NOUN'), ('amaz', 'ADV'), ('btw', 'ADV'), ('huge', 'ADJ'), ('improv', 'NOUN'), ('g', 'PROPN')], 'named_entities': []}"
html demos lots of great stuff to come yes i m excited io googleio,1,"{'cleaned_text': 'html demo lot great stuff come ye excit io googleio', 'tokens': ['html', 'demo', 'lot', 'great', 'stuff', 'come', 'ye', 'excit', 'io', 'googleio'], 'pos_tags': [('html', 'PROPN'), ('demo', 'NOUN'), ('lot', 'NOUN'), ('great', 'ADJ'), ('stuff', 'NOUN'), ('come', 'VERB'), ('ye', 'ADV'), ('excit', 'PROPN'), ('io', 'NOUN'), ('googleio', 'NOUN')], 'named_entities': []}"
yay happy place place place i love google,1,"{'cleaned_text': 'yay happi place place place love googl', 'tokens': ['yay', 'happi', 'place', 'place', 'place', 'love', 'googl'], 'pos_tags': [('yay', 'NOUN'), ('happi', 'PROPN'), ('place', 'NOUN'), ('place', 'NOUN'), ('place', 'NOUN'), ('love', 'VERB'), ('googl', 'NOUN')], 'named_entities': []}"
googleio o d bringing d graphics to the browser very nice tbh funfun,1,"{'cleaned_text': 'googleio bring graphic browser nice tbh funfun', 'tokens': ['googleio', 'bring', 'graphic', 'browser', 'nice', 'tbh', 'funfun'], 'pos_tags': [('googleio', 'PROPN'), ('bring', 'VERB'), ('graphic', 'ADJ'), ('browser', 'NOUN'), ('nice', 'ADJ'), ('tbh', 'NOUN'), ('funfun', 'NOUN')], 'named_entities': []}"
awesome viral marketing for funny people,1,"{'cleaned_text': 'awesom viral market funni peopl', 'tokens': ['awesom', 'viral', 'market', 'funni', 'peopl'], 'pos_tags': [('awesom', 'VERB'), ('viral', 'ADJ'), ('market', 'NOUN'), ('funni', 'PROPN'), ('peopl', 'PROPN')], 'named_entities': [('funni', 'ORG')]}"
saw night at the museum out of sheer desperation who is funding these movies,0,"{'cleaned_text': 'saw night museum sheer desper fund movi', 'tokens': ['saw', 'night', 'museum', 'sheer', 'desper', 'fund', 'movi'], 'pos_tags': [('saw', 'VERB'), ('night', 'NOUN'), ('museum', 'NOUN'), ('sheer', 'PROPN'), ('desper', 'PROPN'), ('fund', 'NOUN'), ('movi', 'NOUN')], 'named_entities': [('night', 'TIME')]}"
night at the museum pretty furkin good,1,"{'cleaned_text': 'night museum pretti furkin good', 'tokens': ['night', 'museum', 'pretti', 'furkin', 'good'], 'pos_tags': [('night', 'NOUN'), ('museum', 'NOUN'), ('pretti', 'PROPN'), ('furkin', 'PROPN'), ('good', 'ADJ')], 'named_entities': [('night', 'TIME')]}"
watching night at the museum giggling,1,"{'cleaned_text': 'watch night museum giggl', 'tokens': ['watch', 'night', 'museum', 'giggl'], 'pos_tags': [('watch', 'VERB'), ('night', 'PROPN'), ('museum', 'NOUN'), ('giggl', 'NOUN')], 'named_entities': [('night', 'TIME')]}"
back from seeing star trek and night at the museum star trek was amazing but night at the museum was eh,0,"{'cleaned_text': 'back see star trek night museum star trek amaz night museum eh', 'tokens': ['back', 'see', 'star', 'trek', 'night', 'museum', 'star', 'trek', 'amaz', 'night', 'museum', 'eh'], 'pos_tags': [('back', 'ADV'), ('see', 'VERB'), ('star', 'NOUN'), ('trek', 'PROPN'), ('night', 'PROPN'), ('museum', 'PROPN'), ('star', 'PROPN'), ('trek', 'PROPN'), ('amaz', 'PROPN'), ('night', 'NOUN'), ('museum', 'NOUN'), ('eh', 'INTJ')], 'named_entities': []}"
just watched night at the museum so stinkin cute,1,"{'cleaned_text': 'watch night museum stinkin cute', 'tokens': ['watch', 'night', 'museum', 'stinkin', 'cute'], 'pos_tags': [('watch', 'VERB'), ('night', 'NOUN'), ('museum', 'NOUN'), ('stinkin', 'PROPN'), ('cute', 'VERB')], 'named_entities': [('night', 'TIME')]}"
so night at the museum was awesome much better than part next weekend we ll see up,1,"{'cleaned_text': 'night museum awesom much better part next weekend see', 'tokens': ['night', 'museum', 'awesom', 'much', 'better', 'part', 'next', 'weekend', 'see'], 'pos_tags': [('night', 'NOUN'), ('museum', 'NOUN'), ('awesom', 'NOUN'), ('much', 'ADV'), ('better', 'ADJ'), ('part', 'NOUN'), ('next', 'ADJ'), ('weekend', 'NOUN'), ('see', 'VERB')], 'named_entities': [('next weekend', 'DATE')]}"
saw the new night at the museum and i loved it next is to go see up in d,1,"{'cleaned_text': 'saw new night museum love next go see', 'tokens': ['saw', 'new', 'night', 'museum', 'love', 'next', 'go', 'see'], 'pos_tags': [('saw', 'VERB'), ('new', 'ADJ'), ('night', 'NOUN'), ('museum', 'NOUN'), ('love', 'PROPN'), ('next', 'ADV'), ('go', 'VERB'), ('see', 'VERB')], 'named_entities': []}"
it is a shame about gm what if they are forced to make only cars the white house thinks will sell what do you think,0,"{'cleaned_text': 'shame gm forc make car white hous think sell think', 'tokens': ['shame', 'gm', 'forc', 'make', 'car', 'white', 'hous', 'think', 'sell', 'think'], 'pos_tags': [('shame', 'PROPN'), ('gm', 'PROPN'), ('forc', 'PROPN'), ('make', 'VERB'), ('car', 'NOUN'), ('white', 'ADJ'), ('hous', 'ADJ'), ('think', 'VERB'), ('sell', 'NOUN'), ('think', 'VERB')], 'named_entities': [('gm', 'ORG')]}"
as u may have noticed not too happy about the gm situation nor aig lehman et al,0,"{'cleaned_text': 'u may notic happi gm situat aig lehman et al', 'tokens': ['u', 'may', 'notic', 'happi', 'gm', 'situat', 'aig', 'lehman', 'et', 'al'], 'pos_tags': [('u', 'PRON'), ('may', 'AUX'), ('notic', 'PROPN'), ('happi', 'PROPN'), ('gm', 'PROPN'), ('situat', 'VERB'), ('aig', 'PROPN'), ('lehman', 'PROPN'), ('et', 'PROPN'), ('al', 'PROPN')], 'named_entities': [('gm', 'ORG'), ('aig lehman', 'PERSON')]}"
gm good riddance sad though,0,"{'cleaned_text': 'gm good riddanc sad though', 'tokens': ['gm', 'good', 'riddanc', 'sad', 'though'], 'pos_tags': [('gm', 'PROPN'), ('good', 'ADJ'), ('riddanc', 'NOUN'), ('sad', 'ADJ'), ('though', 'ADV')], 'named_entities': [('gm', 'ORG')]}"
i will never buy a government motors vehicle until just recently i drove gm cars since when i bought a,0,"{'cleaned_text': 'never buy govern motor vehicl recent drove gm car sinc bought', 'tokens': ['never', 'buy', 'govern', 'motor', 'vehicl', 'recent', 'drove', 'gm', 'car', 'sinc', 'bought'], 'pos_tags': [('never', 'ADV'), ('buy', 'VERB'), ('govern', 'ADJ'), ('motor', 'NOUN'), ('vehicl', 'NOUN'), ('recent', 'ADJ'), ('drove', 'VERB'), ('gm', 'PROPN'), ('car', 'PROPN'), ('sinc', 'PROPN'), ('bought', 'VERB')], 'named_entities': [('gm', 'ORG')]}"
having the old coca cola guy on the gm board is stupid has heck tcot ala,0,"{'cleaned_text': 'old coca cola guy gm board stupid heck tcot ala', 'tokens': ['old', 'coca', 'cola', 'guy', 'gm', 'board', 'stupid', 'heck', 'tcot', 'ala'], 'pos_tags': [('old', 'ADJ'), ('coca', 'PROPN'), ('cola', 'PROPN'), ('guy', 'PROPN'), ('gm', 'PROPN'), ('board', 'PROPN'), ('stupid', 'PROPN'), ('heck', 'PROPN'), ('tcot', 'PROPN'), ('ala', 'PROPN')], 'named_entities': [('gm', 'ORG')]}"
rantsandraves the worst thing about gm concord pleasant hill martinez is the fucking uaw,0,"{'cleaned_text': 'rantsandrav worst thing gm concord pleasant hill martinez fuck uaw', 'tokens': ['rantsandrav', 'worst', 'thing', 'gm', 'concord', 'pleasant', 'hill', 'martinez', 'fuck', 'uaw'], 'pos_tags': [('rantsandrav', 'ADJ'), ('worst', 'ADJ'), ('thing', 'NOUN'), ('gm', 'PROPN'), ('concord', 'PROPN'), ('pleasant', 'PROPN'), ('hill', 'PROPN'), ('martinez', 'PROPN'), ('fuck', 'PROPN'), ('uaw', 'PROPN')], 'named_entities': [('gm', 'ORG'), ('hill martinez', 'PERSON')]}"
give a man a fish u feed him for the day teach him to fish u feed him for life buy him gm and u f k him over for good,0,"{'cleaned_text': 'give man fish u feed day teach fish u feed life buy gm u f k good', 'tokens': ['give', 'man', 'fish', 'u', 'feed', 'day', 'teach', 'fish', 'u', 'feed', 'life', 'buy', 'gm', 'u', 'f', 'k', 'good'], 'pos_tags': [('give', 'VERB'), ('man', 'NOUN'), ('fish', 'NOUN'), ('u', 'PROPN'), ('feed', 'NOUN'), ('day', 'NOUN'), ('teach', 'VERB'), ('fish', 'NOUN'), ('u', 'PRON'), ('feed', 'NOUN'), ('life', 'NOUN'), ('buy', 'VERB'), ('gm', 'PROPN'), ('u', 'PROPN'), ('f', 'PROPN'), ('k', 'PROPN'), ('good', 'ADJ')], 'named_entities': [('gm', 'ORG')]}"
the more i hear about this gm thing the more angry i get billions wasted more bullshit all for something like k employees and all the,0,"{'cleaned_text': 'hear gm thing angri get billion wast bullshit someth like k employe', 'tokens': ['hear', 'gm', 'thing', 'angri', 'get', 'billion', 'wast', 'bullshit', 'someth', 'like', 'k', 'employe'], 'pos_tags': [('hear', 'VERB'), ('gm', 'PROPN'), ('thing', 'NOUN'), ('angri', 'NOUN'), ('get', 'VERB'), ('billion', 'NUM'), ('wast', 'ADJ'), ('bullshit', 'NOUN'), ('someth', 'NOUN'), ('like', 'ADP'), ('k', 'PROPN'), ('employe', 'NOUN')], 'named_entities': [('gm', 'ORG'), ('billion', 'CARDINAL')]}"
i own a gm car and it is junk as far as quality compared to a honda,0,"{'cleaned_text': 'gm car junk far qualiti compar honda', 'tokens': ['gm', 'car', 'junk', 'far', 'qualiti', 'compar', 'honda'], 'pos_tags': [('gm', 'PROPN'), ('car', 'NOUN'), ('junk', 'NOUN'), ('far', 'ADV'), ('qualiti', 'ADJ'), ('compar', 'NOUN'), ('honda', 'NOUN')], 'named_entities': [('gm', 'ORG')]}"
